"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1496","HOME-305 ""Shop Now"" label exists in tile markup (collapsed pre-hover)","desktop","2026-08-14","passed","2026-08-14","Home – Style for Real Life tiles (HOME-301–308)","desktop/home.spec.ts","",""
"","9556","M-PLP-114 price refinement has min/max fields and price bands with counts","mobile","2026-08-14","failed","2026-08-14","Mobile PLP refinements (M-PLP-110–114)","mobile/plp.spec.ts","",""
"","389","GLB-108/M-GLB-105 /login route returns non-error status","api","2026-08-14","passed","2026-08-14","","api/routes.spec.ts","",""
"","4245","M-GLB-130 Kids expands to 6 subcategories matching spec","mobile","2026-08-14","passed","2026-08-14","Mobile nav menu (M-GLB-121–131)","mobile/home.spec.ts","",""
"","3685","M-PLP-101 page title is ""Women | Storefront Next: Market Street""","mobile","2026-08-14","passed","2026-08-14","Mobile PLP page structure (M-PLP-101–106)","mobile/plp.spec.ts","",""
"","1827","PLP-104 breadcrumb is ""Home > Women""; Home links to home page","desktop","2026-08-14","passed","2026-08-14","PLP page structure (PLP-101–105)","desktop/plp.spec.ts","",""
"","2839","PLP-111 refinement panel contains ""Shop by Availability"" with ""In stock at Select Store""","desktop","2026-08-14","passed","2026-08-14","PLP refinements (PLP-109–113)","desktop/plp.spec.ts","",""
"","7013","M-GLB-131 subcategories are indented beneath their parent","mobile","2026-08-14","passed","2026-08-14","Mobile nav menu (M-GLB-121–131)","mobile/home.spec.ts","",""
"","1623","HOME-302 body copy matches spec","desktop","2026-08-14","passed","2026-08-14","Home – Style for Real Life tiles (HOME-301–308)","desktop/home.spec.ts","",""
"","2577","M-HOME-406 Men CTA links to Men category","mobile","2026-08-14","passed","2026-08-14","Mobile collection banners (M-HOME-401–406)","mobile/home.spec.ts","",""
"","3458","M-PLP-104 result summary reads ""36 products available""","mobile","2026-08-14","passed","2026-08-14","Mobile PLP page structure (M-PLP-101–106)","mobile/plp.spec.ts","",""
"","7754","M-CARD-112 Quick Add is revealed after tapping the More options control","mobile","2026-08-14","failed","2026-08-14","Mobile product card (M-CARD-101–115)","mobile/plp.spec.ts","",""
"","2","PLP-105/M-PLP-106 total is 36 (drives ""Women (36)"" heading)","api","2026-08-14","passed","2026-08-14","Search API – Women category","api/search.spec.ts","",""
"","4228","M-PLP-109 default sort is ""Most Popular""","mobile","2026-08-14","failed","2026-08-14","Mobile PLP sort (M-PLP-107–109)","mobile/plp.spec.ts","",""
"","3319","M-TCH-104 horizontal swipe on a carousel does not prevent vertical page scrolling","mobile","2026-08-14","passed","2026-08-14","Touch interactions (M-TCH-104–106)","mobile/plp.spec.ts","",""
"","3043","GLB-105a Men flyout lists 9 subcategories with correct href pattern","desktop","2026-08-14","passed","2026-08-14","Global header – GLB-101–110","desktop/home.spec.ts","",""
"","2425","M-GLB-105 Sign In links to /MarketStreet/en-US/login","mobile","2026-08-14","passed","2026-08-14","Mobile global header (M-GLB-101–109)","mobile/home.spec.ts","",""
"","1822","CARD-112 Add to Wishlist control is present on every visible card","desktop","2026-08-14","passed","2026-08-14","Shared Product Card on PLP (CARD-101–116)","desktop/plp.spec.ts","",""
"","3449","GLB-104/M-GLB-125 new-arrivals category exists in catalog","api","2026-08-14","passed","2026-08-14","","api/categories.spec.ts","",""
"","1218","M-PLP-101 Women PLP HTML response contains the correct <title>","api","2026-08-14","passed","2026-08-14","","api/routes.spec.ts","",""
